Store Number,Date,Gross Amount,Net Amount,Store Ticket Net Amount,Warranty Amount,Average Included Bay Time,Store Ticket Count,Store Ticket Average Net,Promotion Amount
,09/28/2018,"$2,698.80","$2,698.80","$2,698.80",$0.00,13.2,42,$64.26,$0.00
,09/29/2018,"$1,670.19","$1,670.19","$1,670.19",$0.00,10.3,34,$49.12,$0.00
,09/30/2018,"$2,421.96","$2,421.96","$2,421.96",$0.00,13.5,33,$73.39,$0.00
,10/01/2018,"$2,277.25","$2,277.25","$2,277.25",$0.00,10.0,36,$63.26,$0.00
,10/02/2018,"$2,085.77","$2,085.77","$2,085.77",$0.00,9.5,42,$49.66,$0.00
,10/03/2018,"$2,642.40","$2,642.40","$2,642.40",$0.00,12.9,47,$56.22,$0.00
,10/04/2018,"$2,946.92","$2,946.92","$2,946.92",$0.00,10.5,45,$65.49,$0.00
,10/05/2018,"$3,443.81","$3,443.81","$3,443.81",$0.00,13.3,53,$64.98,$0.00
,10/06/2018,"$4,273.07","$4,273.07","$4,273.07",$0.00,15.2,60,$71.22,$0.00
,10/07/2018,"$2,655.22","$2,655.22","$2,655.22",$0.00,13.6,34,$78.09,$0.00
,10/08/2018,"$2,445.07","$2,445.07","$2,445.07",$0.00,11.9,36,$67.92,$0.00
,10/09/2018,"$2,192.91","$2,192.91","$2,192.91",$0.00,13.2,38,$57.71,$0.00
,10/10/2018,"$2,697.45","$2,697.45","$2,697.45",$0.00,12.8,36,$74.93,$0.00
,10/11/2018,"$2,770.32","$2,770.32","$2,770.32",$0.00,13.3,41,$67.57,$0.00
,10/12/2018,"$2,851.15","$2,851.15","$2,851.15",$0.00,14.1,39,$73.11,$0.00
,10/13/2018,"$3,562.70","$3,562.70","$3,562.70",$0.00,18.2,53,$67.22,$0.00
,10/14/2018,"$1,865.66","$1,865.66","$1,865.66",$0.00,12.3,26,$71.76,$0.00
,10/15/2018,"$1,754.96","$1,754.96","$1,754.96",$0.00,11.9,30,$58.50,$0.00
,10/16/2018,"$1,796.08","$1,796.08","$1,796.08",$0.00,15.3,24,$74.84,$0.00
,10/17/2018,"$1,925.15","$1,925.15","$1,925.15",$0.00,14.1,28,$68.76,$0.00
,10/18/2018,"$1,966.50","$1,966.50","$1,966.50",$0.00,16.4,30,$65.55,$0.00
,10/19/2018,"$3,024.45","$3,024.45","$3,024.45",$0.00,15.8,39,$77.55,$0.00
,10/20/2018,"$2,999.97","$2,999.97","$2,999.97",$0.00,12.2,37,$81.08,$0.00
,10/21/2018,"$2,133.83","$2,133.83","$2,133.83",$0.00,15.1,27,$79.03,$0.00
,10/22/2018,"$2,295.83","$2,295.83","$2,295.83",$0.00,10.9,36,$63.77,$0.00
,10/23/2018,$883.88,$883.88,$883.88,$0.00,12.9,18,$49.10,$0.00
,10/24/2018,"$1,497.82","$1,497.82","$1,497.82",$0.00,12.0,23,$65.12,$0.00
,10/25/2018,"$2,723.48","$2,723.48","$2,723.48",$0.00,14.4,39,$69.83,$0.00
,10/26/2018,"$2,815.64","$2,815.64","$2,815.64",$0.00,14.4,41,$68.67,$0.00
,10/27/2018,"$2,086.92","$2,086.92","$2,066.92",$0.00,14.5,30,$68.90,$0.00
,10/28/2018,"$1,305.47","$1,305.47","$1,305.47",$0.00,11.8,20,$65.27,$0.00
,10/29/2018,"$2,095.17","$2,095.17","$2,095.17",$0.00,10.3,38,$55.14,$0.00
,10/30/2018,"$2,304.74","$2,304.74","$2,304.74",$0.00,14.8,43,$53.60,$0.00
,10/31/2018,"$1,812.00","$1,812.00","$1,812.00",$0.00,11.5,30,$60.40,$0.00
,11/01/2018,"$2,702.36","$2,702.36","$2,702.36",$0.00,9.6,50,$54.05,$0.00
,11/02/2018,"$3,163.55","$3,163.55","$3,163.55",$0.00,13.2,48,$65.91,$0.00
,11/03/2018,"$2,263.20","$2,263.20","$2,263.20",$0.00,14.1,44,$51.44,$0.00
,11/04/2018,"$1,813.88","$1,813.88","$1,813.88",$0.00,16.7,28,$64.78,$0.00
,11/05/2018,"$2,834.17","$2,834.17","$2,834.17",$0.00,14.3,43,$65.91,$0.00
,11/06/2018,"$2,592.85","$2,592.85","$2,592.85",$0.00,13.3,40,$64.82,$0.00
,11/07/2018,"$1,683.98","$1,683.98","$1,683.98",$0.00,14.8,24,$70.17,$0.00
,11/08/2018,"$1,402.21","$1,402.21","$1,402.21",$0.00,13.6,27,$51.93,$0.00
,11/09/2018,"$2,041.36","$2,041.36","$2,041.36",$0.00,11.9,29,$70.39,$0.00
,11/10/2018,"$3,884.86","$3,884.86","$3,884.86",$0.00,16.5,54,$71.94,$0.00
,11/11/2018,"$1,420.87","$1,420.87","$1,420.87",$0.00,17.2,26,$54.65,$0.00
,11/12/2018,"$1,626.95","$1,626.95","$1,626.95",$0.00,13.7,27,$60.26,$0.00
,11/13/2018,"$1,387.62","$1,387.62","$1,387.62",$0.00,13.2,25,$55.50,$0.00
,11/14/2018,"$1,995.89","$1,995.89","$1,995.89",$0.00,12.0,31,$64.38,$0.00
,11/15/2018,"$2,432.09","$2,432.09","$2,432.09",$0.00,16.1,34,$71.53,$0.00
,11/16/2018,"$3,910.37","$3,910.37","$3,910.37",$0.00,14.4,58,$67.42,$0.00
,11/17/2018,"$2,661.50","$2,661.50","$2,661.50",$0.00,10.9,44,$60.49,$0.00
,11/18/2018,"$1,262.94","$1,262.94","$1,262.94",$0.00,10.6,24,$52.62,$0.00
,11/19/2018,"$2,454.11","$2,454.11","$2,454.11",$0.00,12.7,38,$64.58,$0.00
,11/20/2018,"$2,981.45","$2,981.45","$2,981.45",$0.00,13.9,45,$66.25,$0.00
,11/21/2018,"$3,819.39","$3,819.39","$3,819.39",$0.00,16.3,45,$84.88,$0.00
,11/23/2018,"$2,948.76","$2,948.76","$2,948.76",$0.00,16.8,40,$73.72,$0.00
,11/24/2018,"$2,830.48","$2,830.48","$2,830.48",$0.00,13.8,42,$67.39,$0.00
,11/25/2018,"$1,547.22","$1,547.22","$1,547.22",$0.00,12.7,24,$64.47,$0.00
,11/26/2018,"$1,719.78","$1,719.78","$1,719.78",$0.00,12.1,39,$44.10,$0.00
,11/27/2018,"$2,130.47","$2,130.47","$2,130.47",$0.00,13.3,35,$60.87,$0.00
,11/28/2018,"$2,908.28","$2,908.28","$2,908.28",$0.00,14.7,50,$58.17,$0.00
,11/29/2018,"$2,077.74","$2,077.74","$2,077.74",$0.00,14.2,27,$76.95,$0.00
,11/30/2018,"$2,991.13","$2,991.13","$2,991.13",$0.00,13.8,58,$51.57,$0.00
,12/01/2018,"$3,432.52","$3,432.52","$3,432.52",$0.00,14.3,50,$68.65,$0.00
,12/02/2018,"$2,230.17","$2,230.17","$2,230.17",$0.00,14.9,37,$60.27,$0.00
,12/03/2018,"$3,431.32","$3,431.32","$3,431.32",$0.00,12.0,55,$62.39,$0.00
,12/04/2018,"$1,767.33","$1,767.33","$1,767.33",$0.00,10.3,31,$57.01,$0.00
,12/05/2018,"$2,377.75","$2,377.75","$2,364.30",$0.00,12.2,42,$56.29,$0.00
,12/06/2018,"$1,994.15","$1,994.15","$1,994.15",$0.00,12.6,35,$56.98,$0.00
,12/07/2018,"$1,599.12","$1,599.12","$1,599.12",$0.00,11.9,32,$49.97,$0.00
,12/08/2018,"$2,446.96","$2,446.96","$2,426.96",$0.00,9.6,46,$52.76,$0.00
,12/09/2018,"$1,826.28","$1,826.28","$1,826.28",$0.00,12.1,29,$62.98,$0.00
,12/10/2018,"$2,297.81","$2,297.81","$2,297.81",$0.00,10.5,33,$69.63,$0.00
,12/11/2018,"$1,840.37","$1,840.37","$1,840.37",$0.00,10.3,31,$59.37,$0.00
,12/12/2018,"$1,696.63","$1,696.63","$1,696.63",$0.00,9.2,29,$58.50,$0.00
,12/13/2018,"$1,550.11","$1,550.11","$1,550.11",$0.00,12.1,25,$62.00,$0.00
,12/14/2018,"$2,035.30","$2,035.30","$2,035.30",$0.00,14.5,34,$59.86,$0.00
,12/15/2018,"$3,649.04","$3,649.04","$3,649.04",$0.00,14.1,58,$62.91,$0.00
,12/16/2018,"$2,893.62","$2,893.62","$2,893.62",$0.00,18.9,38,$76.15,$0.00
,12/17/2018,"$2,269.14","$2,269.14","$2,269.14",$0.00,11.8,41,$55.34,$0.00
,12/18/2018,"$1,925.42","$1,925.42","$1,925.42",$0.00,13.2,32,$60.17,$0.00
,12/19/2018,"$1,792.78","$1,792.78","$1,792.78",$0.00,15.1,36,$49.80,$0.00
,12/20/2018,"$2,954.90","$2,954.90","$2,954.90",$0.00,12.6,45,$65.66,$0.00
,12/21/2018,"$2,942.93","$2,942.93","$2,942.93",$0.00,15.5,45,$65.40,$0.00
,12/22/2018,"$3,327.14","$3,327.14","$3,327.14",$0.00,17.2,47,$70.79,$0.00
,12/23/2018,"$1,617.78","$1,617.78","$1,617.78",$0.00,13.8,26,$62.22,$0.00
,12/24/2018,"$1,881.78","$1,881.78","$1,881.78",$0.00,13.1,31,$60.70,$0.00
,12/26/2018,"$1,971.50","$1,971.50","$1,971.50",$0.00,12.7,41,$48.09,$0.00
,12/27/2018,"$2,164.48","$2,164.48","$2,164.48",$0.00,13.1,45,$48.10,$0.00
,12/28/2018,"$2,780.12","$2,780.12","$2,780.12",$0.00,12.3,56,$49.65,$0.00
,12/29/2018,"$2,803.81","$2,803.81","$2,803.81",$0.00,13.2,57,$49.19,$0.00
,12/30/2018,"$1,126.48","$1,126.48","$1,126.48",$0.00,10.5,18,$62.58,$0.00
,12/31/2018,"$2,122.59","$2,122.59","$2,122.59",$0.00,9.8,42,$50.54,$0.00
112,,"$967,283.03","$967,283.03","$967,023.87",$0.00,,"14,246",$67.88,$0.00
201,01/02/2018,"$1,914.88","$1,838.24","$1,838.24",$0.00,11.7,35,$52.52,$76.64
,01/03/2018,"$2,350.79","$2,340.79","$1,956.80",$0.00,6.9,41,$47.73,$10.00
,01/04/2018,"$2,458.41","$2,451.91","$1,627.05",$0.00,12.7,43,$37.84,$6.50
,01/05/2018,"$3,584.15","$3,500.39","$3,267.67",$0.00,13.2,43,$75.99,$83.76
,01/06/2018,"$1,063.65","$1,056.65","$1,056.65",$0.00,16.0,26,$40.64,$7.00
,01/08/2018,"$2,730.27","$2,651.28","$2,561.28",$0.00,13.3,45,$56.92,$78.99
,01/09/2018,"$2,027.70","$1,942.70","$1,942.70",$0.00,15.6,38,$51.12,$85.00
,01/10/2018,"$1,781.12","$1,757.76","$1,757.76",$0.00,14.4,28,$62.78,$23.36
,01/11/2018,"$1,344.89","$1,344.89","$1,344.89",$0.00,11.5,18,$74.72,$0.00
,01/12/2018,"$2,392.13","$2,390.13","$2,140.13",$0.00,8.8,31,$69.04,$2.00
,01/13/2018,"$1,971.14","$1,969.14","$1,820.62",$0.00,13.0,27,$67.43,$2.00
,01/15/2018,"$2,365.98","$2,363.98","$1,852.35",$0.00,16.0,34,$54.48,$2.00
,01/16/2018,"$3,462.46","$3,443.46","$3,053.46",$0.00,24.3,20,$152.67,$19.00
,01/17/2018,"$1,899.87","$1,872.97","$1,719.91",$0.00,10.3,29,$59.31,$26.90
,01/18/2018,"$1,129.85","$1,122.85","$1,122.85",$0.00,14.8,31,$36.22,$7.00
,01/19/2018,"$1,771.28","$1,751.53","$1,751.53",$0.00,15.0,37,$47.34,$19.75
,01/20/2018,"$3,032.47","$2,933.22","$2,558.22",$0.00,16.4,45,$56.85,$99.25
,01/22/2018,"$2,166.45","$2,159.45","$1,978.46",$0.00,15.9,37,$53.47,$7.00
,01/23/2018,"$2,004.13","$1,987.13","$1,987.13",$0.00,15.6,29,$68.52,$17.00
,01/24/2018,"$3,406.42","$3,370.92","$2,716.69",$0.00,16.0,39,$69.66,$35.50
,01/25/2018,"$2,556.81","$2,512.81","$2,406.82",$0.00,15.9,35,$68.77,$44.00
,01/26/2018,"$2,617.52","$2,534.03","$2,534.03",$0.00,14.8,38,$66.69,$83.49
,01/27/2018,"$2,134.48","$2,077.48","$2,077.48",$0.00,17.3,33,$62.95,$57.00
,01/29/2018,"$1,445.70","$1,425.70","$1,175.71",$0.00,16.3,24,$48.99,$20.00
,01/30/2018,"$2,577.64","$2,552.65","$2,535.05",$0.00,16.9,41,$61.83,$24.99
,01/31/2018,"$1,651.12","$1,651.12","$1,651.12",$0.00,13.0,30,$55.04,$0.00
,02/01/2018,"$2,472.52","$2,419.53","$2,419.53",$0.00,17.4,43,$56.27,$52.99
,02/02/2018,"$2,851.34","$2,792.35","$2,792.35",$0.00,16.4,42,$66.48,$58.99
,02/03/2018,"$2,046.72","$2,015.57","$2,015.57",$0.00,12.7,41,$49.16,$31.15
,02/05/2018,"$1,654.45","$1,564.45","$1,459.45",$0.00,14.3,14,$104.25,$90.00
,02/06/2018,"$2,057.62","$2,033.43","$2,033.43",$0.00,16.0,38,$53.51,$24.19
,02/07/2018,"$3,786.56","$3,731.07","$2,111.17",$0.00,19.0,30,$70.37,$55.49
,02/08/2018,"$2,317.57","$2,312.57","$2,312.57",$0.00,13.7,28,$82.59,$5.00
,02/09/2018,"$3,124.60","$3,024.62","$2,392.78",$0.00,13.0,47,$50.91,$99.98
,02/10/2018,"$2,103.64","$2,047.65","$1,510.14",$0.00,16.8,33,$45.76,$55.99
,02/12/2018,"$1,982.30","$1,915.38","$1,772.08",$23.93,17.3,36,$49.22,$42.99
,02/13/2018,"$1,958.70","$1,874.34","$1,728.34",$0.00,11.8,27,$64.01,$84.36
,02/14/2018,"$1,633.88","$1,576.38","$1,458.38",$0.00,10.9,35,$41.67,$57.50
,02/15/2018,"$2,512.93","$2,482.93","$1,683.41",$0.00,19.2,27,$62.35,$30.00
,02/16/2018,"$1,776.73","$1,729.75","$1,729.75",$27.98,13.2,29,$59.65,$19.00
,02/17/2018,"$1,468.97","$1,449.97","$1,449.97",$0.00,17.7,32,$45.31,$19.00
,02/18/2018,$0.00,$0.00,$0.00,$0.00,0.0,0,$0.00,$0.00
,02/19/2018,"$2,347.62","$2,291.87","$2,291.87",$0.00,0.0,38,$60.31,$55.75
,02/20/2018,"$1,158.81","$1,149.31",$874.34,$0.00,16.0,20,$43.72,$9.50
,02/21/2018,"$1,794.64","$1,794.64","$1,599.64",$0.00,14.0,29,$55.16,$0.00
,02/22/2018,"$2,181.65","$2,181.65","$1,217.72",$0.00,13.5,23,$52.94,$0.00
,02/23/2018,"$2,458.66","$2,398.67","$1,154.61",$0.00,13.3,29,$39.81,$59.99
,02/24/2018,"$2,873.74","$2,821.76","$2,437.75",$0.00,15.5,40,$60.94,$51.98
,02/26/2018,"$4,417.77","$4,298.78","$3,838.78",$0.00,10.6,64,$59.98,$118.99
,02/27/2018,"$2,853.59","$2,809.39","$2,008.52",$0.00,17.6,42,$47.82,$44.20
,02/28/2018,"$2,832.77","$2,769.41","$2,064.91",$0.00,17.8,35,$59.00,$63.36
,03/01/2018,"$2,159.44","$2,139.45","$1,856.45",$0.00,17.6,37,$50.17,$19.99
,03/02/2018,"$4,415.40","$4,281.40","$4,156.40",$0.00,14.2,64,$64.94,$134.00
,03/03/2018,"$4,723.02","$4,686.03","$4,686.03",$0.00,13.6,56,$83.68,$36.99
,03/04/2018,$0.00,$0.00,$0.00,$0.00,0.0,0,$0.00,$0.00
,03/05/2018,"$1,908.27","$1,870.32","$1,870.32",$0.00,14.5,43,$43.50,$37.95
,03/06/2018,"$1,930.69","$1,887.19","$1,647.19",$0.00,18.0,43,$38.31,$43.50
,03/07/2018,"$3,535.69","$3,505.69","$2,580.64",$0.00,15.0,36,$71.68,$30.00
,03/08/2018,"$2,378.57","$2,189.08","$2,189.08",$162.50,18.6,39,$56.13,$26.99
,03/09/2018,"$4,997.36","$4,690.37","$2,283.67",$199.00,14.2,49,$46.61,$107.99
,03/10/2018,"$2,139.20","$2,055.20","$1,858.11",$0.00,13.7,37,$50.22,$84.00
,03/11/2018,$0.00,$0.00,$0.00,$0.00,0.0,0,$0.00,$0.00
,03/12/2018,"$1,809.53","$1,734.54","$1,734.54",$0.00,15.2,40,$43.36,$74.99
,03/13/2018,"$2,097.94","$2,046.94","$2,046.94",$0.00,14.8,37,$55.32,$51.00
,03/14/2018,"$2,042.21","$2,027.21","$1,860.03",$0.00,12.3,34,$54.71,$15.00
,03/15/2018,"$2,162.48","$2,150.48","$1,341.54",$0.00,17.0,27,$49.69,$12.00
,03/16/2018,"$1,724.91","$1,706.91","$1,706.91",$0.00,13.2,41,$41.63,$18.00
,03/17/2018,"$2,735.70","$2,211.74","$1,677.88",$429.69,15.3,31,$54.13,$94.27
,03/19/2018,"$2,259.73","$2,159.73","$2,039.73",$0.00,13.6,26,$78.45,$100.00
,03/20/2018,"$1,362.08","$1,362.08","$1,362.08",$0.00,16.5,34,$40.06,$0.00
,03/21/2018,"$1,921.49","$1,914.49","$1,685.29",$0.00,13.0,30,$56.18,$7.00
,03/22/2018,"$3,403.47","$3,160.06","$2,899.09",$146.42,10.4,37,$78.35,$96.99
,03/23/2018,"$2,886.85","$2,792.86","$2,782.87",$0.00,8.7,36,$77.30,$93.99
,03/24/2018,"$1,231.34","$1,195.44","$1,005.45",$0.00,11.1,31,$32.43,$35.90
,03/26/2018,"$2,084.95","$2,074.01","$1,355.48",$0.00,11.8,34,$39.87,$10.94
,03/27/2018,"$1,297.61","$1,261.43","$1,211.43",$0.00,12.0,24,$50.48,$36.18
,03/28/2018,"$2,989.85","$2,900.88","$2,900.88",$0.00,14.6,33,$87.91,$88.97
,03/29/2018,"$2,366.58","$2,262.26","$1,762.26",$0.00,9.5,37,$47.63,$104.32
,03/30/2018,"$1,366.71","$1,366.71","$1,119.72",$0.00,14.0,25,$44.79,$0.00
,03/31/2018,"$2,289.71","$2,193.25","$1,416.37",$0.00,17.0,32,$44.26,$96.46
,04/02/2018,"$2,048.79","$1,992.04","$1,966.01",$0.00,14.1,33,$59.58,$56.75
,04/03/2018,"$4,999.25","$4,854.25","$4,427.21",$0.00,16.0,30,$147.57,$145.00
,04/04/2018,"$2,004.94","$1,990.14","$1,853.64",$0.00,20.4,42,$44.13,$14.80
,04/05/2018,"$1,876.92","$1,851.92","$1,851.92",$0.00,17.9,31,$59.74,$25.00
,04/06/2018,"$2,080.12","$2,042.87","$1,615.76",$0.00,15.1,33,$48.96,$37.25
,04/07/2018,"$2,044.11","$2,007.11","$2,007.11",$0.00,16.1,30,$66.90,$37.00
,04/09/2018,"$1,940.89","$1,850.51","$1,397.52",$24.99,15.7,35,$39.93,$65.39
,04/10/2018,"$3,829.72","$3,690.72","$1,461.12",$0.00,8.5,31,$47.13,$139.00
,04/11/2018,"$2,426.73","$2,412.73","$1,658.73",$0.00,16.8,27,$61.43,$14.00
,04/12/2018,"$1,294.12","$1,202.33","$1,192.33",$41.79,0.0,19,$62.75,$50.00
,04/13/2018,"$2,083.69","$2,051.69","$2,051.69",$0.00,20.3,37,$55.45,$32.00
,04/14/2018,"$2,065.68","$2,055.68","$1,949.51",$0.00,9.9,33,$59.08,$10.00
,04/16/2018,"$3,792.39","$3,671.40","$3,581.40",$0.00,14.4,39,$91.83,$120.99
,04/17/2018,"$1,851.82","$1,840.38","$1,735.38",$0.00,0.0,30,$57.85,$11.44
,04/18/2018,"$2,392.74","$2,303.24","$2,303.24",$31.50,16.8,37,$62.25,$58.00
,04/19/2018,"$1,926.17","$1,922.47","$1,922.47",$0.00,18.4,38,$50.59,$3.70
,04/20/2018,"$1,169.21","$1,154.21","$1,154.21",$0.00,18.8,28,$41.22,$15.00
,04/21/2018,"$1,818.09","$1,776.10","$1,587.41",$0.00,13.5,28,$56.69,$41.99
,04/23/2018,"$4,970.89","$3,382.90","$3,382.90",$235.82,0.0,33,$102.51,"$1,352.17"
,04/24/2018,"$4,696.83","$4,548.87","$3,901.28",$0.00,15.5,40,$97.53,$147.96
,04/25/2018,$958.20,$898.23,$898.23,$0.00,0.0,28,$32.08,$59.97
,04/26/2018,"$3,788.21","$3,761.22","$1,751.24",$0.00,0.0,34,$51.51,$26.99
,04/27/2018,"$1,390.80","$1,368.80","$1,368.80",$0.00,17.5,33,$41.48,$22.00
,04/28/2018,"$2,032.10","$1,898.08","$1,808.08",$99.02,0.0,28,$64.57,$35.00
,04/30/2018,"$2,567.71","$2,493.73","$2,493.73",$0.00,18.0,42,$59.37,$73.98
,05/01/2018,"$3,390.75","$3,308.65","$3,308.65",$61.00,22.0,31,$106.73,$21.10
,05/02/2018,"$2,798.16","$2,641.99","$1,515.26",$0.00,0.0,33,$45.92,$156.17
,05/03/2018,"$3,312.89","$3,185.09","$3,185.09",$24.99,22.3,28,$113.75,$102.81
,05/04/2018,"$3,097.55","$2,962.10","$2,812.11",$0.00,19.3,33,$85.22,$135.45
,05/05/2018,"$1,968.11","$1,901.77","$1,733.77",$0.00,18.4,29,$59.79,$66.34
,05/07/2018,"$1,751.56","$1,679.24","$1,508.24",$0.00,8.5,39,$38.67,$72.32
,05/08/2018,"$1,890.46","$1,833.47","$1,758.47",$20.00,21.8,35,$50.24,$36.99
,05/09/2018,"$1,212.28","$1,205.28","$1,100.28",$0.00,11.5,29,$37.94,$7.00
,05/10/2018,"$1,105.02","$1,046.03","$1,046.03",$0.00,21.0,29,$36.07,$58.99
,05/11/2018,"$1,943.88","$1,858.59","$1,858.59",$0.00,12.0,38,$48.91,$85.29
,05/12/2018,"$3,441.92","$3,362.93","$2,800.94",$0.00,11.0,38,$73.71,$78.99
,05/14/2018,"$4,009.73","$3,825.82","$3,825.82",$0.00,20.5,32,$119.56,$183.91
,05/15/2018,"$1,777.26","$1,645.23","$1,395.24",$111.03,0.0,30,$46.51,$21.00
,05/16/2018,"$3,136.96","$3,114.97","$3,114.97",$0.00,0.0,31,$100.48,$21.99
,05/17/2018,"$1,483.49","$1,443.49","$1,443.49",$0.00,0.0,28,$51.55,$40.00
,05/18/2018,"$4,570.21","$3,342.02","$3,342.02","$1,158.20",22.0,33,$101.27,$69.99
,05/19/2018,"$4,577.38","$4,430.26","$2,837.36",$0.00,16.2,24,$118.22,$147.12
,05/21/2018,"$2,679.27","$2,618.79","$2,513.79",$0.00,11.3,37,$67.94,$60.48
,05/22/2018,"$1,492.45","$1,436.47","$1,380.82",$0.00,13.7,30,$46.03,$55.98
,05/23/2018,"$2,472.04","$2,419.25","$2,329.25",$0.00,0.0,27,$86.27,$52.79
,05/24/2018,"$2,978.42","$2,795.54","$2,678.36",$25.50,3.0,28,$95.66,$157.38
,05/25/2018,"$3,197.66","$3,143.67","$2,706.69",$0.00,20.3,36,$75.19,$53.99
,05/26/2018,"$1,602.32","$1,572.58","$1,572.58",$17.74,8.0,28,$56.16,$12.00
,05/28/2018,"$2,361.07","$2,300.08","$1,598.37",$0.00,0.0,13,$122.95,$60.99
,05/29/2018,"$3,560.46","$2,866.85","$2,866.85",$539.99,9.0,43,$66.67,$153.62
,05/30/2018,"$1,995.90","$1,966.90","$1,966.90",$0.00,15.5,42,$46.83,$29.00
,05/31/2018,"$2,911.81","$2,891.81","$2,891.81",$20.00,0.0,45,$64.26,$0.00
,06/01/2018,"$2,304.51","$2,142.82","$2,142.82",$0.00,14.8,50,$42.86,$161.69
,06/02/2018,"$2,271.96","$2,232.97","$1,597.84",$0.00,15.3,43,$37.16,$38.99
,06/04/2018,"$2,223.77","$2,002.29","$2,002.29",$0.00,19.3,35,$57.21,$221.48
,06/05/2018,"$1,282.40","$1,270.40","$1,270.40",$0.00,14.0,29,$43.81,$12.00
,06/06/2018,"$1,532.00","$1,483.21","$1,483.21",$0.00,0.0,25,$59.33,$48.79
,06/07/2018,"$2,101.94","$2,092.94","$1,477.11",$0.00,0.0,24,$61.55,$9.00
,06/08/2018,"$2,381.45","$2,361.46","$2,331.46",$0.00,0.0,31,$75.21,$19.99
,06/09/2018,"$1,123.61","$1,071.64","$1,071.64",$51.97,0.0,28,$38.27,$0.00
,06/11/2018,"$1,455.24","$1,429.99","$1,429.99",$0.00,0.0,26,$55.00,$25.25
,06/12/2018,"$1,467.92","$1,467.92","$1,207.92",$0.00,8.3,29,$41.65,$0.00
,06/13/2018,"$1,899.39","$1,469.11","$1,419.11",$385.54,18.0,21,$67.58,$44.74
,06/14/2018,"$1,394.65","$1,362.66","$1,362.66",$0.00,0.0,31,$43.96,$31.99
,06/15/2018,"$3,117.62","$3,090.63","$1,990.63",$0.00,0.0,38,$52.38,$26.99
,06/16/2018,"$1,563.10","$1,535.11","$1,535.11",$0.00,0.0,29,$52.93,$27.99
,06/18/2018,"$2,973.58","$2,878.58","$2,878.58",$0.00,0.0,35,$82.25,$95.00
,06/19/2018,"$1,474.47","$1,466.22","$1,466.22",$0.00,0.0,30,$48.87,$8.25
,06/20/2018,"$1,472.66","$1,443.58","$1,443.58",$0.00,0.0,27,$53.47,$29.08
,06/21/2018,"$2,509.40","$2,394.43","$1,722.70",$0.00,0.0,29,$59.40,$114.97
,06/22/2018,"$2,542.74","$2,461.56","$2,461.56",$28.99,15.2,40,$61.54,$52.19
,06/23/2018,"$3,402.30","$3,372.30","$3,035.30",$0.00,11.5,39,$77.83,$30.00
,06/25/2018,"$3,061.71","$2,984.36","$2,259.36",$0.00,10.3,45,$50.21,$77.35
,06/26/2018,"$1,273.36","$1,263.36",$958.36,$0.00,19.0,27,$35.49,$10.00
,06/27/2018,"$2,671.08","$2,654.08","$2,654.08",$0.00,0.0,41,$64.73,$17.00
,06/28/2018,"$1,886.60","$1,854.11","$1,479.12",$0.00,0.0,29,$51.00,$32.49
,06/29/2018,"$5,001.00","$4,852.65","$4,044.65",$0.00,0.0,49,$82.54,$148.35
,06/30/2018,"$1,669.14","$1,605.15","$1,405.15",$0.00,0.0,27,$52.04,$63.99
,07/02/2018,"$1,638.01","$1,603.02","$1,603.02",$0.00,0.0,39,$41.10,$34.99
,07/03/2018,"$1,788.78","$1,764.99","$1,739.99",$0.00,0.0,39,$44.62,$23.79
,07/04/2018,$770.32,$725.32,$725.32,$0.00,0.0,16,$45.33,$45.00
,07/05/2018,"$3,219.47","$3,110.48","$2,190.48",$0.00,0.0,43,$50.94,$108.99
,07/06/2018,"$1,148.99","$1,113.99","$1,113.99",$0.00,22.0,32,$34.81,$35.00
,07/07/2018,"$4,261.52","$4,187.54","$4,187.54",$0.00,0.0,36,$116.32,$73.98
,07/09/2018,"$1,290.47","$1,285.47","$1,258.48",$0.00,0.0,29,$43.40,$5.00
,07/10/2018,"$2,054.25","$2,022.60","$1,902.61",$0.00,25.0,33,$57.65,$31.65
,07/11/2018,"$1,765.85","$1,735.85","$1,735.85",$0.00,0.0,40,$43.40,$30.00
,07/12/2018,"$2,438.32","$2,354.96","$2,354.96",$0.00,0.0,37,$63.65,$83.36
,07/13/2018,"$3,677.11","$3,448.17","$2,161.57",$55.98,12.7,34,$63.58,$172.96
,07/14/2018,"$2,034.38","$2,004.39","$2,004.39",$0.00,13.0,39,$51.39,$29.99
,07/16/2018,"$3,461.37","$3,391.39","$3,271.40",$20.00,11.7,41,$79.79,$49.98
,07/17/2018,"$1,999.56","$1,978.46","$1,456.50",$0.00,11.0,27,$53.94,$21.10
,07/18/2018,"$1,530.58","$1,500.59","$1,500.59",$0.00,13.0,34,$44.13,$29.99
,07/19/2018,"$1,678.87","$1,645.40","$1,505.41",$0.00,16.7,32,$47.04,$33.47
,07/20/2018,"$4,049.58","$3,825.18","$2,441.18",$180.00,12.0,41,$59.54,$44.40
,07/21/2018,"$2,513.94","$2,403.47","$2,348.48",$0.00,13.2,44,$53.37,$110.47
,07/23/2018,"$2,995.68","$2,948.44","$1,738.45",$0.00,5.3,41,$42.40,$47.24
,07/24/2018,"$1,729.05","$1,715.05","$1,715.05",$0.00,15.7,32,$53.60,$14.00
,07/25/2018,"$2,343.91","$2,230.93","$1,479.99",$0.00,15.7,28,$52.86,$112.98
